Diet,Meal,Category,Food_Item,Calories,Protein_g,Carbs_g,Fat_g
veg,Breakfast,breakfast_item,Aloo Paratha 705,387,9,31,18
veg,Snack,beverage,Mango Shake 32,58,2,14,4
veg,Dinner,soup,Clear Veg Soup 963,147,3,12,4
veg,Dinner,curry,Paneer Butter Masala 274,192,8,12,10
veg,Dinner,soup,Clear Veg Soup 644,141,1,7,3
veg,Lunch,dry_veg,Baingan Bharta 977,146,2,20,12
veg,Snack,beverage,Watermelon Juice 2,185,4,36,7
veg,Snack,snack,Greek Yogurt 248,169,4,11,13
veg,Dinner,dry_veg,Jeera Aloo 704,250,6,14,6
veg,Breakfast,breakfast_item,Pancakes 277,262,8,39,20
veg,Snack,beverage,Orange Juice 979,176,2,18,1
veg,Dinner,soup,Sweet Corn Soup 356,127,4,13,1
veg,Dinner,curry,Chana Masala 252,306,11,10,16
veg,Dinner,soup,Clear Veg Soup 111,111,6,11,0
veg,Snack,snack,Roasted Nuts 719,72,2,14,15
veg,Snack,snack,Roasted Nuts 232,142,8,17,0
veg,Dinner,salad,Fruit Salad 464,47,6,15,2
veg,Dinner,salad,Greek Salad 206,148,6,8,10
veg,Dinner,flatbread,Roti 111,207,7,38,9
veg,Breakfast,breakfast_item,Upma 866,313,9,52,18
veg,Snack,beverage,Buttermilk (Chaas) 914,197,5,33,6
veg,Dinner,dry_veg,Baingan Bharta 605,109,3,25,7
non-veg,Lunch,curry,Fish Curry 684,197,19,28,7
veg,Dinner,soup,Tomato Soup 130,106,8,7,5
veg,Dinner,flatbread,Paratha 678,129,7,31,8
veg,Snack,beverage,Lemonade 966,118,2,14,2
non-veg,Snack,snack,Boiled Egg 663,85,2,18,5
veg,Breakfast,breakfast_item,Idli Sambar 827,461,9,56,20
veg,Snack,snack,Popcorn 403,229,6,8,8
veg,Snack,beverage,Orange Juice 308,240,4,36,7
veg,Lunch,beverage,Filter Coffee 484,188,5,13,3
veg,Snack,beverage,Filter Coffee 24,180,3,33,6
veg,Breakfast,beverage,Watermelon Juice 36,225,5,30,2
veg,Lunch,flatbread,Roti 313,123,4,30,6
veg,Breakfast,beverage,Orange Juice 721,152,1,37,8
veg,Dinner,dry_veg,Aloo Gobi 579,117,3,11,14
veg,Snack,beverage,Orange Juice 867,95,4,14,7
veg,Lunch,beverage,Banana Smoothie 424,213,1,12,7
veg,Dinner,soup,Tomato Soup 165,127,6,11,1
veg,Dinner,salad,Corn Salad 750,81,4,8,7
veg,Lunch,salad,Green Salad 807,93,2,5,3
veg,Dinner,flatbread,Aloo Paratha 850,207,8,34,2
veg,Lunch,flatbread,Aloo Paratha 269,84,7,18,9
veg,Lunch,curry,Sambar 20,376,6,16,19
veg,Snack,beverage,Banana Smoothie 59,153,3,34,5
veg,Snack,beverage,Buttermilk (Chaas) 137,227,0,25,0
veg,Breakfast,beverage,Orange Juice 516,115,2,33,10
veg,Snack,snack,Roasted Nuts 569,239,13,7,7
veg,Breakfast,beverage,Coconut Water 874,188,0,29,8
veg,Snack,snack,Popcorn 745,102,7,20,4
veg,Snack,snack,Fruit Bowl 357,153,5,27,11
veg,Breakfast,beverage,Lassi 42,209,1,25,2
non-veg,Breakfast,breakfast_item,Scrambled Eggs 370,427,12,35,8
veg,Lunch,flatbread,Methi Thepla 834,242,7,23,10
veg,Breakfast,beverage,Banana Smoothie 760,85,3,15,10
veg,Snack,beverage,Orange Juice 136,156,4,19,3
veg,Breakfast,beverage,Green Tea 715,176,4,12,8
veg,Dinner,soup,Hot and Sour Soup 160,81,3,5,0
veg,Lunch,dry_veg,Jeera Aloo 703,205,9,24,12
veg,Breakfast,beverage,Filter Coffee 227,80,0,36,10
veg,Snack,snack,Bhel Puri 168,87,12,26,14
veg,Breakfast,beverage,Orange Juice 620,67,3,26,2
veg,Snack,snack,Popcorn 394,162,13,24,15
veg,Breakfast,beverage,Watermelon Juice 980,81,3,10,1
veg,Breakfast,breakfast_item,Aloo Paratha 133,490,13,45,10
veg,Dinner,soup,Pumpkin Soup 363,124,3,9,4
veg,Breakfast,beverage,Orange Juice 127,180,5,12,7
veg,Lunch,flatbread,Paratha 877,190,3,23,10
veg,Dinner,flatbread,Garlic Naan 743,87,3,19,10
veg,Breakfast,beverage,Masala Chai 915,235,1,10,10
veg,Lunch,flatbread,Roti 4,180,6,21,5
veg,Dinner,salad,Green Salad 441,59,5,10,9
non-veg,Breakfast,breakfast_item,Scrambled Eggs 163,412,11,22,7
veg,Dinner,salad,Sprouts Salad 141,131,3,12,1
veg,Snack,beverage,Masala Chai 772,201,1,21,9
non-veg,Breakfast,breakfast_item,Omelette 518,264,9,52,13
veg,Snack,snack,Dhokla 253,298,9,18,0
veg,Dinner,salad,Greek Salad 841,49,8,6,7
veg,Snack,snack,Dhokla 217,65,10,7,0
veg,Dinner,soup,Clear Veg Soup 894,136,4,12,0
veg,Snack,beverage,Masala Chai 304,242,4,31,0
veg,Snack,beverage,Green Tea 299,95,2,29,7
veg,Dinner,dry_veg,Potato Fry 637,140,9,24,13
veg,Dinner,flatbread,Bhatura 81,116,3,25,2
veg,Breakfast,breakfast_item,Poha 798,446,11,24,14
veg,Dinner,salad,Fruit Salad 948,120,7,5,7
veg,Breakfast,beverage,Coconut Water 54,75,4,32,3
veg,Breakfast,beverage,Coconut Water 21,69,1,34,4
veg,Breakfast,beverage,Buttermilk (Chaas) 531,139,5,36,2
veg,Snack,snack,Bhel Puri 164,187,2,10,11
veg,Snack,snack,Makhana 410,231,13,12,3
veg,Snack,snack,Dhokla 295,164,10,7,13
veg,Breakfast,breakfast_item,Masala Dosa 863,419,17,57,11
veg,Dinner,dry_veg,Jeera Aloo 6,176,4,23,8
veg,Breakfast,beverage,Buttermilk (Chaas) 818,219,2,27,2
non-veg,Breakfast,breakfast_item,Scrambled Eggs 657,294,12,25,11
veg,Lunch,salad,Greek Salad 193,74,8,11,6
veg,Snack,snack,Makhana 439,132,8,19,15
veg,Dinner,salad,Cucumber Salad 527,92,7,5,2
veg,Lunch,curry,Dal Tadka 343,175,13,28,11
veg,Lunch,beverage,Watermelon Juice 255,234,1,36,5
veg,Snack,beverage,Filter Coffee 323,75,1,17,2
veg,Snack,snack,Makhana 721,243,12,17,8
veg,Lunch,dry_veg,Potato Fry 303,170,5,19,8
veg,Dinner,dry_veg,Baingan Bharta 76,195,2,11,10
veg,Dinner,flatbread,Missi Roti 865,199,8,29,6
veg,Breakfast,beverage,Coconut Water 608,221,0,33,4
veg,Snack,beverage,Masala Chai 530,75,0,11,3
veg,Lunch,dry_veg,Baingan Bharta 430,200,2,22,8
veg,Breakfast,breakfast_item,Puri Bhaji 532,418,10,22,18
non-veg,Dinner,curry,Egg Curry 828,158,13,10,18
veg,Breakfast,breakfast_item,Upma 419,369,20,51,13
veg,Snack,snack,Protein Bar 389,237,8,9,8
veg,Lunch,flatbread,Chapati 555,217,2,39,4
veg,Dinner,dry_veg,Paneer Bhurji 989,130,4,21,15
veg,Snack,snack,Popcorn 961,265,5,8,8
non-veg,Breakfast,breakfast_item,Scrambled Eggs 771,490,18,53,12
veg,Dinner,salad,Green Salad 346,119,8,14,3
veg,Dinner,soup,Lentil Soup 540,83,2,10,1
veg,Dinner,curry,Dal Tadka 246,193,7,21,19
veg,Snack,snack,Bhel Puri 230,194,14,5,14
veg,Breakfast,beverage,Green Tea 317,82,3,21,5
veg,Snack,beverage,Green Tea 320,143,0,13,10
veg,Breakfast,breakfast_item,Poha 657,440,9,39,13
veg,Breakfast,beverage,Orange Juice 213,57,5,22,8
veg,Lunch,salad,Kachumber Salad 575,68,2,6,0
veg,Lunch,flatbread,Garlic Naan 341,155,7,21,9
veg,Dinner,soup,Manchow Soup 317,52,4,5,5
non-veg,Snack,snack,Boiled Egg 919,59,9,11,11
veg,Snack,snack,Fruit Bowl 163,276,3,24,9
veg,Snack,beverage,Orange Juice 315,134,5,24,2
veg,Breakfast,beverage,Orange Juice 129,113,2,22,6
veg,Lunch,beverage,Buttermilk (Chaas) 223,110,5,34,7
veg,Breakfast,breakfast_item,Muesli with Milk 618,443,11,45,6
veg,Lunch,rice,Fried Rice 286,365,4,63,5
veg,Dinner,salad,Coleslaw 605,106,4,10,9
veg,Snack,snack,Greek Yogurt 25,262,11,12,13
veg,Lunch,beverage,Banana Smoothie 429,201,1,21,0
veg,Breakfast,breakfast_item,Pancakes 767,220,9,22,10
veg,Breakfast,breakfast_item,Poha 991,485,5,57,18
veg,Breakfast,breakfast_item,Veg Sandwich 682,320,15,60,7
veg,Lunch,salad,Coleslaw 524,31,3,7,3
veg,Lunch,dry_veg,Cabbage Sabzi 752,188,2,14,6
veg,Lunch,beverage,Masala Chai 133,143,3,39,5
veg,Breakfast,breakfast_item,Puri Bhaji 11,415,16,50,7
veg,Dinner,soup,Manchow Soup 734,78,6,15,4
veg,Breakfast,beverage,Coconut Water 570,234,4,15,8
veg,Dinner,dry_veg,Mix Veg Dry 590,179,5,12,14
veg,Snack,snack,Makhana 216,168,2,9,7
veg,Lunch,beverage,Filter Coffee 459,89,5,34,6
veg,Lunch,flatbread,Butter Naan 918,165,2,39,2
veg,Breakfast,breakfast_item,Upma 953,362,14,40,9
veg,Lunch,salad,Corn Salad 555,45,8,6,6
veg,Lunch,beverage,Lemonade 657,226,0,13,9
veg,Lunch,flatbread,Phulka 611,151,8,24,2
veg,Lunch,dry_veg,Bhindi Fry 261,153,7,21,9
veg,Snack,snack,Popcorn 116,261,8,19,7
veg,Dinner,flatbread,Missi Roti 979,159,6,35,1
veg,Dinner,salad,Fruit Salad 553,44,1,11,1
non-veg,Dinner,curry,Egg Curry 411,187,15,25,22
veg,Lunch,rice,Fried Rice 380,288,6,74,5
veg,Dinner,flatbread,Roti 971,206,2,21,1
veg,Breakfast,beverage,Lassi 815,118,1,16,0
non-veg,Breakfast,breakfast_item,Scrambled Eggs 124,329,10,34,8
veg,Breakfast,breakfast_item,Cheese Toast 719,338,20,49,16
veg,Lunch,flatbread,Garlic Naan 156,247,7,24,8
veg,Breakfast,breakfast_item,Masala Dosa 662,352,8,45,9
veg,Dinner,soup,Sweet Corn Soup 951,112,1,7,4
veg,Lunch,dry_veg,Mix Veg Dry 415,235,2,11,9
veg,Breakfast,beverage,Masala Chai 651,194,2,22,5
veg,Dinner,flatbread,Methi Thepla 611,174,2,33,10
veg,Dinner,dry_veg,Mix Veg Dry 810,151,7,15,8
veg,Lunch,dry_veg,Baingan Bharta 810,219,4,13,5
veg,Breakfast,breakfast_item,Masala Dosa 654,416,19,36,8
veg,Dinner,flatbread,Missi Roti 91,185,6,40,2
veg,Snack,beverage,Green Tea 959,197,5,25,1
veg,Snack,snack,Fruit Bowl 484,255,6,30,15
veg,Dinner,dry_veg,Bhindi Fry 85,101,8,14,15
veg,Breakfast,beverage,Filter Coffee 492,102,4,12,4
veg,Lunch,beverage,Mango Shake 370,216,4,31,7
veg,Lunch,beverage,Watermelon Juice 802,77,4,11,2
veg,Lunch,flatbread,Butter Naan 271,188,8,39,7
veg,Dinner,flatbread,Roti 277,179,5,17,7
veg,Lunch,beverage,Lassi 951,183,0,16,8
veg,Breakfast,breakfast_item,Muesli with Milk 35,482,5,34,15
veg,Lunch,beverage,Green Tea 720,84,1,36,6
veg,Snack,beverage,Buttermilk (Chaas) 839,145,1,31,9
veg,Dinner,soup,Lentil Soup 481,85,5,14,1
veg,Snack,beverage,Filter Coffee 120,80,0,14,8
veg,Lunch,flatbread,Methi Thepla 770,154,3,23,3
veg,Dinner,salad,Kachumber Salad 274,97,8,11,5
veg,Snack,snack,Popcorn 421,287,10,29,15
veg,Dinner,salad,Greek Salad 954,46,1,5,10
veg,Breakfast,beverage,Green Tea 653,122,0,14,8
veg,Snack,snack,Greek Yogurt 428,58,5,14,5
veg,Dinner,salad,Greek Salad 244,107,8,11,9
non-veg,Dinner,curry,Butter Chicken 820,290,6,23,23
veg,Snack,beverage,Mango Shake 32,149,1,32,6
veg,Snack,beverage,Lassi 578,78,2,12,6
veg,Snack,beverage,Filter Coffee 376,63,2,16,7
non-veg,Lunch,curry,Chicken Curry 532,162,19,27,8
veg,Dinner,flatbread,Methi Thepla 82,164,8,20,1
veg,Snack,snack,Fruit Bowl 373,299,7,8,13
non-veg,Snack,snack,Boiled Egg 808,203,13,30,7
veg,Dinner,dry_veg,Bhindi Fry 549,209,3,23,11
veg,Breakfast,breakfast_item,Pancakes 201,377,9,55,20
veg,Breakfast,breakfast_item,Poha 270,346,12,26,13
veg,Breakfast,breakfast_item,Muesli with Milk 554,253,12,26,7
veg,Snack,beverage,Buttermilk (Chaas) 396,163,1,14,2
veg,Snack,beverage,Lemonade 280,115,3,10,1
veg,Lunch,salad,Sprouts Salad 154,45,3,9,5
veg,Breakfast,breakfast_item,Masala Dosa 594,305,15,43,7
veg,Lunch,rice,Fried Rice 402,384,5,71,1
veg,Breakfast,breakfast_item,Veg Sandwich 138,424,12,55,8
veg,Dinner,dry_veg,Baingan Bharta 538,118,4,10,13
veg,Dinner,soup,Sweet Corn Soup 927,75,6,15,4
veg,Breakfast,beverage,Lemonade 879,59,0,12,5
veg,Breakfast,breakfast_item,Aloo Paratha 42,448,18,42,18
veg,Breakfast,beverage,Orange Juice 905,215,0,18,4
veg,Dinner,flatbread,Missi Roti 497,112,7,24,7
veg,Snack,snack,Makhana 298,184,12,24,5
veg,Dinner,salad,Cucumber Salad 210,70,6,7,1
veg,Snack,beverage,Masala Chai 414,81,0,31,1
veg,Dinner,curry,Chana Masala 349,173,20,18,11
non-veg,Dinner,curry,Bhuna Gosht 119,264,6,25,17
veg,Dinner,soup,Tomato Soup 473,95,8,10,5
veg,Breakfast,beverage,Green Tea 89,158,3,24,10
veg,Breakfast,beverage,Watermelon Juice 402,213,5,27,1
veg,Breakfast,beverage,Mango Shake 900,109,3,19,9
veg,Dinner,flatbread,Phulka 918,182,5,23,6
veg,Breakfast,beverage,Buttermilk (Chaas) 343,93,4,23,7
veg,Lunch,beverage,Masala Chai 118,244,0,23,3
veg,Dinner,salad,Cucumber Salad 448,117,6,12,4
veg,Breakfast,beverage,Buttermilk (Chaas) 239,131,3,38,10
veg,Lunch,beverage,Lemonade 612,207,3,24,2
veg,Snack,snack,Bhel Puri 626,179,4,5,2
veg,Lunch,rice,Lemon Rice 781,201,8,60,6
veg,Lunch,flatbread,Paratha 797,218,2,30,4
veg,Snack,beverage,Lassi 363,249,3,13,7
veg,Dinner,salad,Cucumber Salad 24,138,1,5,4
veg,Breakfast,breakfast_item,Idli Sambar 903,280,5,58,17
veg,Dinner,dry_veg,Jeera Aloo 987,192,8,13,11
veg,Breakfast,beverage,Banana Smoothie 727,176,4,26,2
veg,Breakfast,beverage,Coconut Water 241,177,3,22,4
veg,Dinner,curry,Rajma Masala 859,154,17,11,5
veg,Breakfast,breakfast_item,Muesli with Milk 282,496,12,48,5
veg,Snack,snack,Protein Bar 35,261,11,23,2
veg,Lunch,flatbread,Roti 919,210,4,24,1
veg,Snack,snack,Protein Bar 559,294,8,7,15
veg,Snack,snack,Bhel Puri 208,201,15,9,6
veg,Lunch,flatbread,Missi Roti 920,162,5,21,10
veg,Lunch,salad,Fruit Salad 255,150,8,13,4
veg,Lunch,salad,Corn Salad 334,139,4,9,4
veg,Lunch,salad,Chickpea Salad 362,122,2,11,3
veg,Dinner,salad,Greek Salad 366,143,3,7,4
veg,Dinner,salad,Corn Salad 948,34,5,8,9
veg,Snack,beverage,Coconut Water 444,62,3,22,2
veg,Snack,snack,Popcorn 549,220,5,26,7
veg,Dinner,soup,Sweet Corn Soup 960,60,2,8,4
veg,Snack,beverage,Lemonade 30,140,2,38,3
veg,Lunch,rice,Jeera Rice 518,326,3,50,1
non-veg,Lunch,curry,Egg Curry 732,297,16,16,24
veg,Snack,beverage,Orange Juice 390,151,0,15,5
veg,Lunch,flatbread,Aloo Paratha 814,214,8,38,1
veg,Lunch,salad,Kachumber Salad 768,89,7,7,0
veg,Lunch,rice,Khichdi 865,396,7,64,7
non-veg,Dinner,soup,Chicken Clear Soup 403,64,2,11,1
veg,Lunch,salad,Kachumber Salad 515,70,2,15,10
veg,Breakfast,beverage,Filter Coffee 442,135,0,39,8
veg,Dinner,flatbread,Butter Naan 800,188,2,17,3
veg,Breakfast,beverage,Coconut Water 844,176,1,22,10
veg,Dinner,flatbread,Phulka 845,161,3,38,3
veg,Lunch,dry_veg,Aloo Gobi 992,210,2,21,7
non-veg,Breakfast,breakfast_item,Scrambled Eggs 347,496,18,44,8
veg,Dinner,soup,Manchow Soup 461,124,3,11,0
veg,Lunch,beverage,Mango Shake 336,140,4,30,8
veg,Breakfast,beverage,Watermelon Juice 197,153,1,11,9
veg,Lunch,flatbread,Phulka 234,114,5,19,2
veg,Snack,beverage,Buttermilk (Chaas) 330,65,5,22,8
non-veg,Snack,snack,Boiled Egg 496,206,3,23,6
veg,Lunch,beverage,Green Tea 312,62,1,13,7
non-veg,Snack,snack,Boiled Egg 928,121,14,22,8
veg,Snack,beverage,Lemonade 399,84,0,29,1
veg,Dinner,dry_veg,Paneer Bhurji 733,120,9,19,12
veg,Lunch,dry_veg,Baingan Bharta 721,112,10,10,6
veg,Breakfast,beverage,Coconut Water 621,127,0,37,7
veg,Lunch,dry_veg,Aloo Gobi 31,164,2,24,13
veg,Snack,beverage,Lemonade 629,81,2,20,4
veg,Breakfast,beverage,Lassi 745,248,5,24,2
veg,Dinner,salad,Corn Salad 718,61,3,10,5
veg,Dinner,dry_veg,Beans Poriyal 488,190,4,11,13
veg,Lunch,beverage,Masala Chai 993,191,2,34,1
veg,Lunch,rice,Curd Rice 516,205,4,65,6
veg,Lunch,curry,Sambar 209,179,11,26,14
veg,Snack,beverage,Orange Juice 236,88,2,13,10
veg,Dinner,flatbread,Methi Thepla 645,118,7,32,1
veg,Breakfast,beverage,Watermelon Juice 607,78,2,10,2
veg,Breakfast,beverage,Masala Chai 216,152,5,15,1
non-veg,Breakfast,breakfast_item,Omelette 603,434,11,27,17
veg,Lunch,flatbread,Garlic Naan 498,171,6,31,9
veg,Breakfast,breakfast_item,Besan Chilla 346,415,16,32,5
veg,Dinner,dry_veg,Jeera Aloo 892,127,6,25,6
veg,Lunch,rice,Peas Pulao 347,298,8,78,8
veg,Dinner,dry_veg,Paneer Bhurji 579,200,7,16,13
veg,Breakfast,beverage,Green Tea 832,246,5,22,9
veg,Breakfast,beverage,Watermelon Juice 371,67,0,10,5
veg,Dinner,salad,Sprouts Salad 189,145,3,11,3
veg,Lunch,dry_veg,Jeera Aloo 151,115,2,16,5
veg,Dinner,soup,Manchow Soup 330,63,1,7,3
veg,Dinner,flatbread,Butter Naan 388,164,4,20,2
veg,Breakfast,breakfast_item,Poha 232,259,8,37,15
veg,Dinner,curry,Malai Kofta 534,182,9,14,9
veg,Snack,beverage,Masala Chai 347,221,0,16,8
veg,Lunch,dry_veg,Bhindi Fry 904,243,2,11,15
veg,Breakfast,beverage,Green Tea 470,113,3,17,9
veg,Snack,beverage,Coconut Water 668,238,5,40,9
veg,Breakfast,breakfast_item,Oats Porridge 871,313,10,35,17
veg,Snack,snack,Greek Yogurt 193,72,4,12,13
veg,Lunch,flatbread,Chapati 84,159,4,24,6
veg,Lunch,flatbread,Phulka 258,162,5,28,10
veg,Lunch,rice,Jeera Rice 130,235,3,80,2
veg,Snack,snack,Bhel Puri 370,291,13,23,12
veg,Dinner,curry,Chana Masala 19,360,10,22,16
veg,Dinner,salad,Fruit Salad 288,54,5,5,5
veg,Lunch,curry,Mixed Vegetable Curry 988,300,16,28,9
veg,Lunch,flatbread,Garlic Naan 257,84,5,24,2
veg,Breakfast,beverage,Filter Coffee 353,110,3,18,2
veg,Breakfast,breakfast_item,Cheese Toast 147,286,18,54,19
veg,Dinner,soup,Manchow Soup 452,122,7,10,0
veg,Snack,beverage,Green Tea 371,108,4,30,6
veg,Snack,beverage,Orange Juice 720,97,3,32,9
veg,Dinner,dry_veg,Potato Fry 122,185,5,17,15
veg,Breakfast,beverage,Coconut Water 383,249,4,16,7
veg,Lunch,rice,Veg Biryani 804,268,7,62,2
veg,Breakfast,breakfast_item,Poha 479,205,14,32,7
veg,Snack,snack,Greek Yogurt 85,124,10,5,3
veg,Breakfast,beverage,Buttermilk (Chaas) 724,200,2,36,5
veg,Dinner,curry,Chana Masala 339,208,15,12,21
non-veg,Snack,snack,Boiled Egg 459,67,13,30,14
veg,Dinner,soup,Clear Veg Soup 623,122,2,7,3
veg,Snack,snack,Roasted Nuts 984,173,14,10,6
veg,Lunch,rice,Jeera Rice 591,370,4,62,3
veg,Lunch,beverage,Buttermilk (Chaas) 898,183,0,14,0
veg,Dinner,flatbread,Phulka 279,158,8,27,10
veg,Lunch,beverage,Mango Shake 763,193,3,17,7
veg,Snack,snack,Makhana 983,85,15,6,0
veg,Lunch,salad,Coleslaw 452,76,4,8,10
veg,Dinner,curry,Rajma Masala 438,371,8,16,9
veg,Snack,snack,Greek Yogurt 565,254,14,30,12
veg,Dinner,salad,Fruit Salad 172,114,5,15,8
veg,Dinner,dry_veg,Jeera Aloo 86,154,7,24,6
veg,Snack,beverage,Green Tea 318,191,3,10,2
veg,Lunch,salad,Coleslaw 767,41,1,11,8
veg,Breakfast,beverage,Lemonade 188,135,4,37,10
veg,Snack,beverage,Filter Coffee 537,177,2,26,9
veg,Snack,snack,Greek Yogurt 670,250,14,20,11
veg,Snack,snack,Protein Bar 537,57,14,26,8
veg,Snack,beverage,Watermelon Juice 236,64,5,13,8
veg,Snack,snack,Fruit Bowl 23,157,13,6,3
veg,Snack,beverage,Buttermilk (Chaas) 171,63,3,12,6
veg,Dinner,soup,Manchow Soup 749,110,3,11,5
veg,Breakfast,breakfast_item,Veg Sandwich 95,465,13,56,14
veg,Lunch,rice,Curd Rice 425,279,6,74,3
veg,Snack,snack,Fruit Bowl 974,218,2,10,15
veg,Dinner,soup,Tomato Soup 994,65,1,13,5
veg,Dinner,salad,Kachumber Salad 531,42,1,15,7
veg,Dinner,salad,Green Salad 889,121,4,11,1
veg,Snack,snack,Bhel Puri 630,291,4,5,0
veg,Snack,beverage,Coconut Water 286,196,3,26,0
veg,Dinner,salad,Fruit Salad 273,33,2,5,1
veg,Snack,snack,Greek Yogurt 529,296,9,11,0
veg,Breakfast,breakfast_item,Muesli with Milk 134,405,15,42,14
non-veg,Breakfast,breakfast_item,Scrambled Eggs 488,421,12,49,5
veg,Snack,beverage,Coconut Water 286,246,0,28,8
veg,Breakfast,beverage,Banana Smoothie 517,93,4,13,2
veg,Dinner,dry_veg,Baingan Bharta 74,162,8,23,9
veg,Dinner,soup,Tomato Soup 66,78,4,11,5
veg,Breakfast,breakfast_item,Cheese Toast 908,209,19,37,15
veg,Snack,snack,Roasted Nuts 853,242,12,22,8
veg,Breakfast,breakfast_item,Upma 707,438,17,60,10
veg,Snack,beverage,Masala Chai 726,190,0,21,6
veg,Lunch,salad,Greek Salad 319,30,6,15,5
non-veg,Breakfast,breakfast_item,Omelette 851,441,10,32,9
veg,Breakfast,beverage,Mango Shake 258,109,0,28,8
veg,Dinner,soup,Pumpkin Soup 858,131,6,14,2
veg,Lunch,salad,Greek Salad 756,143,3,9,6
veg,Dinner,salad,Coleslaw 601,124,6,5,6
veg,Lunch,flatbread,Phulka 232,93,3,17,5
veg,Snack,beverage,Green Tea 150,89,3,32,5
veg,Snack,beverage,Lemonade 118,162,0,29,8
veg,Dinner,dry_veg,Bhindi Fry 948,164,2,13,9
veg,Lunch,dry_veg,Bhindi Fry 946,159,2,13,6
veg,Snack,snack,Dhokla 570,219,7,11,15
veg,Breakfast,beverage,Masala Chai 713,73,1,23,8
veg,Snack,beverage,Green Tea 324,174,1,19,7
veg,Breakfast,beverage,Orange Juice 82,52,0,31,1
veg,Breakfast,breakfast_item,Oats Porridge 580,275,11,40,20
veg,Breakfast,beverage,Banana Smoothie 236,190,0,25,0
veg,Lunch,rice,Ghee Rice 765,216,8,78,9
veg,Snack,snack,Fruit Bowl 590,171,14,14,3
veg,Lunch,salad,Fruit Salad 336,140,3,12,2
veg,Lunch,rice,Fried Rice 169,315,7,43,4
veg,Snack,beverage,Mango Shake 205,231,2,30,3
veg,Lunch,flatbread,Chapati 741,200,7,36,7
veg,Lunch,curry,Mixed Vegetable Curry 52,352,12,18,12
veg,Snack,beverage,Lemonade 989,232,5,14,9
veg,Lunch,salad,Sprouts Salad 867,86,8,8,0
veg,Lunch,dry_veg,Cabbage Sabzi 722,214,5,12,6
veg,Snack,beverage,Mango Shake 692,106,3,16,6
veg,Breakfast,beverage,Lemonade 91,85,2,24,6
veg,Snack,snack,Makhana 287,166,4,17,10
veg,Lunch,dry_veg,Mix Veg Dry 539,195,10,19,7
veg,Lunch,rice,Steamed Rice 928,353,5,40,1
veg,Breakfast,beverage,Filter Coffee 662,134,0,38,2
non-veg,Snack,snack,Boiled Egg 131,78,2,13,13
veg,Dinner,soup,Clear Veg Soup 837,84,7,8,3
veg,Lunch,salad,Corn Salad 871,50,7,5,9
veg,Breakfast,breakfast_item,Oats Porridge 928,467,13,23,12
veg,Snack,beverage,Coconut Water 416,120,1,11,5
veg,Lunch,flatbread,Missi Roti 363,214,2,21,8
veg,Snack,beverage,Banana Smoothie 785,192,4,11,4
non-veg,Lunch,curry,Bhuna Gosht 295,205,24,12,23
veg,Dinner,dry_veg,Baingan Bharta 140,160,8,17,5
veg,Lunch,dry_veg,Paneer Bhurji 351,217,9,11,14
veg,Snack,beverage,Orange Juice 536,55,0,24,0
veg,Snack,beverage,Buttermilk (Chaas) 105,88,4,19,9
veg,Lunch,rice,Steamed Rice 678,259,3,43,9
veg,Dinner,flatbread,Kulcha 413,232,4,31,4
veg,Dinner,dry_veg,Baingan Bharta 427,137,7,11,8
veg,Breakfast,breakfast_item,Aloo Paratha 19,226,14,40,17
veg,Breakfast,breakfast_item,Aloo Paratha 274,407,10,25,19
veg,Breakfast,breakfast_item,Muesli with Milk 528,459,17,53,11
veg,Lunch,dry_veg,Bhindi Fry 529,209,2,12,8
veg,Snack,beverage,Filter Coffee 161,243,4,20,6
veg,Dinner,soup,Manchow Soup 98,79,7,9,5
veg,Lunch,beverage,Lemonade 59,170,2,27,2
veg,Dinner,curry,Sambar 854,364,15,21,23
veg,Dinner,dry_veg,Bhindi Fry 906,144,6,24,6
veg,Dinner,soup,Sweet Corn Soup 683,64,5,8,1
veg,Lunch,dry_veg,Baingan Bharta 80,209,4,18,10
veg,Snack,beverage,Filter Coffee 160,61,1,17,6
veg,Breakfast,beverage,Buttermilk (Chaas) 139,248,1,36,3
veg,Lunch,curry,Mixed Vegetable Curry 171,156,23,10,14
veg,Breakfast,breakfast_item,Besan Chilla 562,395,7,51,20
veg,Lunch,rice,Curd Rice 717,301,5,43,2
veg,Snack,snack,Bhel Puri 101,212,10,23,2
veg,Lunch,flatbread,Missi Roti 195,126,5,39,8
veg,Dinner,salad,Greek Salad 78,65,8,14,7
veg,Snack,snack,Popcorn 538,72,15,27,1
veg,Dinner,curry,Rajma Masala 198,256,24,20,20
veg,Breakfast,beverage,Green Tea 660,138,2,35,7
veg,Breakfast,breakfast_item,Puri Bhaji 113,359,16,32,5
veg,Lunch,curry,Dal Tadka 222,213,24,23,10
non-veg,Snack,snack,Boiled Egg 536,206,2,11,2
veg,Dinner,salad,Fruit Salad 519,101,2,15,2
veg,Breakfast,beverage,Masala Chai 432,166,4,34,9
veg,Lunch,curry,Rajma Masala 899,362,22,25,12
non-veg,Snack,snack,Boiled Egg 971,299,6,6,13
veg,Breakfast,beverage,Banana Smoothie 987,54,1,23,3
veg,Breakfast,beverage,Lemonade 735,247,5,27,9
veg,Lunch,dry_veg,Mix Veg Dry 903,207,4,11,9
non-veg,Breakfast,breakfast_item,Omelette 703,300,16,44,10
